0.100 0.045 0.038 1284 35.97 27.82
0.100 0.046 0.045 1271 37.31 27.31
0.100 0.044 0.044 1868 36.39 26.65
0.101 0.048 0.046 2140 52.49 38.70
0.111 0.049 0.047 2258 53.91 37.14
0.105 0.053 0.050 2176 53.80 39.20
0.105 0.048 0.048 2229 52.93 37.76
0.102 0.052 0.048 2633 33.66 24.81
0.099 0.050 0.049 2636 33.14 24.73
0.103 0.052 0.043 2218 36.85 29.56
